"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","E310_CourseOfStudyType","E350_CourseOfStudyLoad","E455_CombinedCourseOfStudyIndicator"
35,1055,"HEP",35474,"90860","Doctor of Dental Medicine",14,"4.0",0
35,1055,"HEP",35475,"90870","Doctor of Podiatric Medicine",14,"3.0",0
35,1055,"HEP",35476,"55570","Master of Clinical Psychology (Extended) - Coursework and Dissertation",14,"2.5",0
35,1055,"HEP",35477,"20820","Juris Doctor",14,"3.0",0
35,1055,"HEP",35513,"50843","Doctor of Psychology",14,"3.0",0
35,1055,"HEP",35514,"51503","Master of Pharmacy - Coursework",4,"2.5",0
35,1055,"HEP",35515,"2112H","Bachelor of Laws and Bachelor of Arts (Asian Studies) (Honours)",9,"6.0",1
35,1055,"HEP",35516,"4118H","Bachelor of Economics and Bachelor of Commerce (Honours)",9,"4.5",1
35,1055,"HEP",35517,"6211H","Bachelor of Engineering and Bachelor of Engineering (Honours)",9,"6.0",1
35,1055,"HEP",35518,"53540","Master of Food Science - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",35519,"53550","Master of Biological Arts - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",35520,"92330","Graduate Diploma in Paediatric Neurological Rehabilitation",7,"1.0",0
35,1055,"HEP",35603,"01870","Doctor of Philosophy and Master of Clinical Psychology - Research",2,"4.0",0
35,1055,"HEP",35604,"01890","Doctor of Philosophy and Master of Clinical Neuropsychology - Research",2,"4.0",0
35,1055,"HEP",35605,"40833","Doctor of Business Administration",2,"3.0",0
35,1055,"HEP",35606,"90832","Doctor of Clinical Podiatry",14,"4.0",0
35,1055,"HEP",35607,"90842","Doctor of Clinical Dentistry",14,"4.0",0
35,1055,"HEP",35608,"91512","Master of Nursing Science - Coursework",14,"2.0",0
35,1055,"HEP",35609,"DA002","Advanced Diploma in Indigenous Legal Studies",20,"1.5",0
35,1055,"HEP",35610,"50380","Graduate Diploma in Exercise Rehabilitation",7,"1.0",0
35,1055,"HEP",35820,"52513","Master of Exercise Science - Coursework",4,"2.0",0
35,1055,"HEP",35821,"70594","Master of Ore Deposit Geology",4,"1.0",0
35,1055,"HEP",35822,"51614","Master of Exercise Science - Thesis and Coursework",3,"1.0",0
35,1055,"HEP",35823,"51633","Master of Medical Physics - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",35824,"51630","Master of Science - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",35825,"51550","Master of Science - Coursework",4,"1.0",0
35,1055,"HEP",35875,"51502","Master of Pharmacy - Coursework",4,"3.0",0
35,1055,"HEP",36351,"01820","Doctor of Philosophy (Joint/Double Badged)",2,"4.0",0
35,1055,"HEP",36352,"01830","Doctor of Philosophy (Joint/Double Badged)",2,"4.0",0
35,1055,"HEP",36353,"01880","Doctor of Philosophy and Master of Industrial and Organisational Psychology - Research",2,"4.0",0
35,1055,"HEP",36354,"12520","Master of Translation Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",36355,"20550","Master of Mining and Energy Laws - Coursework",4,"1.0",0
35,1055,"HEP",36356,"25400","Master of Landscape Architecture - Preliminary",5,"1.0",0
35,1055,"HEP",36357,"51504","Master of Pharmacy - Coursework",14,"2.5",0
35,1055,"HEP",36358,"51553","Master of Science in Analytical Chemistry - Coursework",4,"1.0",0
35,1055,"HEP",36359,"61290","Graduate Certificate in Executive Engineering",11,"0.5",0
35,1055,"HEP",36360,"61590","Master of Executive Engineering - Coursework",4,"1.5",0
35,1055,"HEP",36361,"000000000","Non Award Course",50,"NULL",0
35,1055,"HEP",36362,"90850","Doctor of Medicine",14,"4.0",0
35,1055,"HEP",36363,"91292","Graduate Certificate in Manual Therapy",11,"0.5",0
35,1055,"HEP",36364,"91380","Graduate Diploma in Neonatology",6,"0.5",0
35,1055,"HEP",36365,"91580","Master of Neonatology - Coursework and Dissertation",4,"1.0",0
35,1055,"HEP",36366,"91642","Master of Paediatric Neurological Rehabilitation - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",37403,"20355","Graduate Diploma in Legal Practice",7,"0.5",0
35,1055,"HEP",37440,"62550","Master of Professional Engineering",4,"3.0",0
35,1055,"HEP",37686,"1210H","Bachelor of Music and Bachelor of Science (Honours)",9,"5.4",1
35,1055,"HEP",37687,"9015H","MBBS and Doctor of Philosophy - Coursework (Honours)",9,"4.4",1
35,1055,"HEP",37688,"9017H2","Bachelor of Medical Science and Bachelor of Medicine & Bachelor of Surge",9,"6.6",1
35,1055,"HEP",37689,"9111H","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts (Honours",9,"7.6",1
35,1055,"HEP",41151,"12210","Graduate Certificate in Professional Archaeology",11,"0.5",0
35,1055,"HEP",41152,"12230","Graduate Certificate in Heritage Studies",11,"0.5",0
35,1055,"HEP",41153,"12240","Graduate Certificate in Strategic Communication",11,"0.5",0
35,1055,"HEP",41154,"12260","Graduate Certificate in Social Research Methods",11,"0.5",0
35,1055,"HEP",41155,"12310","Graduate Diploma in Professional Archaeology",6,"1.0",0
35,1055,"HEP",41156,"12330","Graduate Diploma in Heritage Studies",6,"1.0",0
35,1055,"HEP",41157,"12340","Graduate Diploma in Strategic Communication",6,"1.0",0
35,1055,"HEP",41158,"12360","Graduate Diploma in Social Research Methods",6,"1.0",0
35,1055,"HEP",41159,"12530","Master of Heritage Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",41160,"12540","Master of Strategic Communication",4,"1.5",0
35,1055,"HEP",41161,"12560","Master of Social Research Methods - Coursework",4,"2.0",0
35,1055,"HEP",41162,"20390","Graduate Diploma in Chinese Business Law",6,"0.5",0
35,1055,"HEP",41163,"21310","Graduate Diploma in International Commercial Law",6,"0.5",0
35,1055,"HEP",41164,"21320","Graduate Diploma in International Law",6,"0.5",0
35,1055,"HEP",41165,"21340","Graduate Diploma in Law, Policy and Government",6,"0.5",0
35,1055,"HEP",41166,"21510","Master of International Commercial Law - Coursework",4,"1.0",0
35,1055,"HEP",41167,"21520","Master of International Law - Coursework",4,"1.0",0
35,1055,"HEP",41168,"21530","Master of Law, Policy and Government - Coursework",4,"1.0",0
35,1055,"HEP",41169,"25240","Graduate Certificate in Architectural Conservation",11,"0.5",0
35,1055,"HEP",41170,"25522","Master of Architecture - Coursework",4,"3.5",0
35,1055,"HEP",41171,"25550","Master of Landscape Architecture - Coursework",4,"3.0",0
35,1055,"HEP",41172,"40613","Master of Professional Accounting - Coursework",4,"2.0",0
35,1055,"HEP",41173,"41230","Graduate Certificate in Entrepreneurship and Innovation",11,"0.5",0
35,1055,"HEP",41174,"41662","Master of Human Resources and Employment Relations - Coursework",4,"2.0",0
35,1055,"HEP",41175,"41672","Master of Business Information Management - Coursework",4,"2.0",0
35,1055,"HEP",41176,"41682","Master of Commerce - Coursework",4,"2.0",0
35,1055,"HEP",41177,"41692","Master of Marketing - Coursework",4,"2.0",0
35,1055,"HEP",41178,"42560","Master of Applied Finance - Coursework",4,"2.0",0
35,1055,"HEP",41179,"43520","Master of Business Administration - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",41180,"53390","Graduate Diploma in Clinical Neuropsychology",6,"1.0",0
35,1055,"HEP",41181,"62510","Master of Information Technology - Coursework",4,"2.0",0
35,1055,"HEP",41182,"62520","Master of Low Emission Energy Technologies",4,"2.0",0
35,1055,"HEP",41183,"70230","Graduate Certificate in Autism Diagnosis",11,"0.5",0
35,1055,"HEP",41184,"70260","Graduate Certificate in Scientific and High Performance Computing",11,"0.5",0
35,1055,"HEP",41185,"71520","Master of Biomedical Science",4,"2.0",0
35,1055,"HEP",41186,"71530","Master of Biological Arts - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",41187,"71540","Master of Health Science - Coursework",4,"2.0",0
35,1055,"HEP",41188,"71550","Master of International Development",4,"2.0",0
35,1055,"HEP",41189,"71570","Master of Geographic Information Science",4,"2.0",0
35,1055,"HEP",41190,"71580","Master of Biotechnology",4,"2.0",0
35,1055,"HEP",41191,"90652","Master of Nursing Research - Thesis and Coursework",3,"1.5",0
35,1055,"HEP",41192,"91610","Master of Child Health Research - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",41193,"92510","Master of Clinical Pathology",4,"2.0",0
35,1055,"HEP",41756,"30360","Graduate Diploma in School Psychology",6,"1.0",0
35,1055,"HEP",41757,"70250","Graduate Certificate in Digital Forensics",11,"0.5",0
35,1055,"HEP",41758,"70270","Graduate Certificate in Forensic Intelligence",11,"0.5",0
35,1055,"HEP",41759,"73510","Master of Ecotourism - Coursework",4,"2.0",0
35,1055,"HEP",42105,"10724","Master of Music - Research",3,"1.0",0
35,1055,"HEP",42206,"12522","Master of Translation Studies - Coursework",4,"2.0",0
35,1055,"HEP",42207,"20323","Graduate Diploma in Law",7,"0.5",0
35,1055,"HEP",42208,"52323","Graduate Diploma in Sleep Science",7,"1.1",0
35,1055,"HEP",42209,"53562","Master of Physics - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",42210,"90212","Graduate Certificate in Health Professions Education",11,"0.5",0
35,1055,"HEP",42211,"90572","Master of Health Professions Education - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",42212,"91342","Graduate Diploma in Health Professions Education",7,"1.0",0
35,1055,"HEP",42213,"91582","Master of Neonatology - Coursework",4,"1.0",0
35,1055,"HEP",42630,"53340","Graduate Diploma in Food Science",6,"1.0",0
35,1055,"HEP",42935,"30813","Doctor of Education",2,"3.0",0
35,1055,"HEP",42936,"90672","Master of Health Professions Education - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",43956,"00200","Graduate Certificate in Studies",11,"0.5",0
35,1055,"HEP",43957,"00500","Master of Studies",4,"2.0",0
35,1055,"HEP",43958,"12220","Graduate Certificate in Translation Studies",11,"0.5",0
35,1055,"HEP",43959,"12320","Graduate Diploma in Translation Studies",6,"1.0",0
35,1055,"HEP",43960,"12550","Master of Music International Pedagogy - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",43961,"12570","Master of Music International Pedagogy - Coursework",4,"1.5",0
35,1055,"HEP",43962,"21350","Graduate Diploma in Taxation Law",6,"0.5",0
35,1055,"HEP",43963,"21540","Master of International Law and Master of International Relations",4,"2.0",1
35,1055,"HEP",43964,"41220","Graduate Certificate in Leadership",11,"0.5",0
35,1055,"HEP",43965,"41250","Graduate Certificate in Finance",11,"0.5",0
35,1055,"HEP",43966,"41260","Graduate Certificate in Human Resources and Employment Relations",11,"0.5",0
35,1055,"HEP",43967,"41270","Graduate Certificate in Business Information and Logistics Management",11,"0.5",0
35,1055,"HEP",43968,"41280","Graduate Certificate in Commerce",11,"0.5",0
35,1055,"HEP",43969,"41290","Graduate Certificate in Marketing",11,"0.5",0
35,1055,"HEP",43970,"61240","Graduate Certificate in Engineering Operations",11,"0.5",0
35,1055,"HEP",43971,"73520","Master of Clinical Exercise Physiology",4,"2.0",0
35,1055,"HEP",43972,"73530","Master of Agricultural Economics - Coursework",4,"2.0",0
35,1055,"HEP",43973,"92610","Master of Pathology - Thesis and Coursework",3,"1.0",0
35,1055,"HEP",44568,"11273","Graduate Certificate in Social Policy Practice",11,"0.5",0
35,1055,"HEP",44569,"12562","Master of Social Research Methods",4,"2.0",0
35,1055,"HEP",44570,"41673","Master of Business Information and Logistics Management - Coursework",4,"2.0",0
35,1055,"HEP",44571,"43550","Master of Commerce and Master of International Commercial Law",4,"2.0",1
35,1055,"HEP",44669,"01850","Doctor of Philosophy (Joint/Double Badged)",2,"4.0",0
35,1055,"HEP",44856,"12523","Master of Translation Studies",4,"2.0",0
35,1055,"HEP",44857,"20372","Graduate Diploma in Mining and Energy Law",6,"0.5",0
35,1055,"HEP",44858,"20552","Master of Mining and Energy Law - Coursework",4,"1.0",0
35,1055,"HEP",44859,"51583","Master of Science Communication",4,"2.0",0
35,1055,"HEP",44860,"52514","Master of Exercise Science",4,"2.0",0
35,1055,"HEP",44861,"73512","Master of Ecotourism - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",45100,"92310","Graduate Diploma in Clinical Pathology",6,"1.0",0
35,1055,"HEP",45468,"00890","Doctor of Philosophy and Master of Psychology - Research",2,"4.0",0
35,1055,"HEP",45477,"90682","Master of Rural and Remote Medicine - Thesis and Coursework",3,"1.5",0
35,1055,"HEP",45597,"52510","Master of Science",4,"2.0",0
35,1055,"HEP",45607,"21550","Master of Taxation Law",4,"1.0",0
35,1055,"HEP",45608,"51580","Master of Science Communication",4,"2.0",0
35,1055,"HEP",46758,"11582","Master of International Relations",4,"2.0",0
35,1055,"HEP",46759,"12542","Master of Strategic Communication",4,"2.0",0
35,1055,"HEP",46760,"91550","Master of Public Health - Coursework",4,"1.5",0
35,1055,"HEP",46761,"72560","Master of Urban and Regional Planning",4,"2.0",0
35,1055,"HEP",46762,"72510","Master of Agricultural Science",4,"2.0",0
35,1055,"HEP",46763,"72520","Master of Biological Science",4,"2.0",0
35,1055,"HEP",46764,"72530","Master of Environmental Science",4,"2.0",0
35,1055,"HEP",46765,"72540","Master of Hydrogeology",4,"2.0",0
35,1055,"HEP",46766,"72550","Master of Geoscience",4,"2.0",0
35,1055,"HEP",46840,"43530","Master of Business Administration and Master of Laws",4,"2.5",1
35,1055,"HEP",46841,"43540","Master of Business Administration and Master of International Commercial",4,"2.5",1
35,1055,"HEP",46842,"53370","Graduate Diploma in Clinical Psychology",6,"1.0",0
35,1055,"HEP",46843,"12580","Master of Asian Studies",4,"2.0",0
35,1055,"HEP",46844,"13280","Graduate Certificate in Asian Studies",11,"0.5",0
35,1055,"HEP",46845,"13380","Graduate Diploma in Asian Studies",6,"1.0",0
35,1055,"HEP",46846,"42580","Master of Public Policy",4,"2.0",0
35,1055,"HEP",46847,"62530","Master of Data Science",4,"2.0",0
35,1055,"HEP",46848,"73540","Master of Energy Geoscience",4,"2.0",0
35,1055,"HEP",46849,"74530","Master of Work Health and Safety",4,"2.0",0
35,1055,"HEP",47581,"72280","Graduate Certificate in Forensic Anthropology",11,"0.5",0
35,1055,"HEP",47582,"72380","Graduate Diploma in Forensic Anthropology",6,"1.0",0
35,1055,"HEP",47583,"21360","Graduate Diploma in Natural Resources Law",7,"0.5",0
35,1055,"HEP",47584,"25540","Master of Building Information Modelling",4,"1.0",0
35,1055,"HEP",47585,"72580","Master of Forensic Anthropology",4,"2.0",0
35,1055,"HEP",47684,"21542","Master of International Law and Master of International Relations",4,"2.5",1
35,1055,"HEP",48537,"43552","Master of Commerce and Master of International Commercial Law",4,"2.5",1
35,1055,"HEP",49339,"00720","Master of Research",3,"2.0",0
35,1055,"HEP",49340,"12270","Graduate Certificate in Fieldwork Practice",11,"0.5",0
35,1055,"HEP",49341,"20813","Doctor of Juridical Science",2,"3.0",0
35,1055,"HEP",49342,"42230","Graduate Certificate in Economics",11,"0.5",0
35,1055,"HEP",49343,"42280","Graduate Certificate in Public Policy",11,"0.5",0
35,1055,"HEP",49344,"42622","Master of Economics",4,"2.0",0
35,1055,"HEP",49345,"52324","Graduate Diploma in Sleep Science",7,"1.0",0
35,1055,"HEP",49346,"62540","Master of Ocean Leadership",4,"2.0",0
35,1055,"HEP",49347,"73550","Master of Business Psychology - Coursework",4,"2.0",0
35,1055,"HEP",49348,"90833","Doctor of Podiatric Surgery",14,"4.0",0
35,1055,"HEP",49349,"90923","Doctor of Medical Science",1,"NULL",0
35,1055,"HEP",49350,"BH006","Bachelor of Biomedical Science (Honours)",9,"1.0",0
35,1055,"HEP",49351,"BP006","Bachelor of Biomedical Science",10,"3.0",0
35,1055,"HEP",49352,"DU006","Diploma in Biomedical Science - Undergraduate",21,"1.0",0
35,1055,"HEP",49773,"73340","Graduate Diploma in Health Science",6,"1.0",0
35,1055,"HEP",49774,"73350","Graduate Diploma in International Development",6,"1.0",0
35,1055,"HEP",49775,"73380","Graduate Diploma in Biotechnology",6,"1.0",0
35,1055,"HEP",49776,"73220","Graduate Certificate in Biomedical Science",11,"0.5",0
35,1055,"HEP",49777,"74330","Graduate Diploma in Biological Arts",6,"1.0",0
35,1055,"HEP",51019,"32550","Master of Teaching - Secondary",4,"2.0",0
35,1055,"HEP",51088,"DU021","Diploma in Arts - Undergraduate",21,"1.0",0
35,1055,"HEP",51089,"12532","Master of Heritage Studies",4,"2.0",0
35,1055,"HEP",51210,"00844","Master of Clinical Audiology and Doctor of Philosophy",2,"4.0",1
35,1055,"HEP",51211,"21560","Master of Legal Practice",4,"2.0",0
35,1055,"HEP",52692,"53570","Master of Clinical Psychology - Coursework",4,"2.0",0
35,1055,"HEP",52693,"73250","Graduate Certificate in International Development",11,"0.5",0
35,1055,"HEP",52694,"62230","Graduate Certificate in Data Science",11,"0.5",0
35,1055,"HEP",52695,"73240","Graduate Certificate in Health Science",11,"0.5",0
35,1055,"HEP",52696,"53590","Master of Clinical Neuropsychology - Coursework",4,"2.0",0
35,1055,"HEP",52697,"73310","Graduate Diploma in Ecotourism",6,"1.0",0
35,1055,"HEP",52698,"40390","Graduate Diploma in Information and Logistics Management",7,"1.0",0
35,1055,"HEP",53033,"73260","Graduate Certificate in the Diagnosis and Assessment of Fetal Alcohol Spectrum Disorder (FASD)",11,"0.5",0
35,1055,"HEP",53034,"01840","Doctor of Philosophy (Joint/Double Badged)",2,"4.0",0
35,1055,"HEP",53398,"42270","Graduate Certificate in Business Analytics",11,"1.0",0
35,1055,"HEP",55101,"52360","Graduate Diploma in Physics",7,"1.0",0
35,1055,"HEP",55102,"73320","Graduate Diploma in Biomedical Science",6,"1.0",0
35,1055,"HEP",55103,"92340","Graduate Diploma in Clinical Dentistry",6,"1.0",0
35,1055,"HEP",55569,"10470","Higher Degree by Research Preliminary (Arts, Business, Law and Education)",5,"1.0",0
35,1055,"HEP",55570,"12250","Graduate Certificate in Environmental Planning",11,"0.5",0
35,1055,"HEP",55571,"12290","Graduate Certificate in Urban and Regional Planning",11,"0.5",0
35,1055,"HEP",55572,"12590","Master of Commerce and Master of Translation Studies",4,"2.5",1
35,1055,"HEP",55573,"21380","Graduate Diploma in Insurance Law",7,"0.5",0
35,1055,"HEP",55574,"25340","Graduate Diploma in Building Information Modelling",6,"0.5",0
35,1055,"HEP",55575,"25360","Graduate Diploma in Building Information Modelling (Online)",6,"0.5",0
35,1055,"HEP",55576,"25560","Master of Building Information Modelling (Online)",4,"1.0",0
35,1055,"HEP",55577,"32330","Graduate Certificate in Early Childhood Education and Care",11,"0.5",0
35,1055,"HEP",55578,"42200","Graduate Certificate in Health Leadership and Management",11,"0.5",0
35,1055,"HEP",55579,"42260","Graduate Certificate in Commerce (Online)",11,"0.5",0
35,1055,"HEP",55580,"42630","Master of Business Analytics",4,"2.0",0
35,1055,"HEP",55581,"50772","Master of Forensic Science - Research",3,"2.0",0
35,1055,"HEP",55582,"51213","Graduate Certificate in Adult Sleep Science",11,"0.5",0
35,1055,"HEP",55583,"52230","Graduate Certificate in Dental Sleep Medicine",11,"0.5",0
35,1055,"HEP",55584,"62560","Master of Renewable and Future Energy - Coursework",4,"2.0",0
35,1055,"HEP",55585,"73560","Master of Hearing Sciences",4,"2.0",0
35,1055,"HEP",55586,"91590","Doctor of Optometry - Coursework (Extended)",4,"3.0",0
35,1055,"HEP",55587,"91850","Doctor of Medicine",14,"4.0",0
35,1055,"HEP",55588,"92210","Graduate Certificate in Environment and Health",11,"0.5",0
35,1055,"HEP",55589,"92220","Graduate Certificate in Communicable Diseases Epidemiology",11,"0.5",0
35,1055,"HEP",55590,"BP021","Bachelor of Arts",10,"3.0",0
35,1055,"HEP",55591,"BP024","Bachelor of Science",10,"3.0",0
35,1055,"HEP",55592,"CU001","Undergraduate Certificate in Environmental Studies",22,"0.5",0
35,1055,"HEP",55593,"CU002","Undergraduate Certificate in Biological Sciences",22,"0.5",0
35,1055,"HEP",55594,"CU003","Undergraduate Certificate in Health and Fitness",22,"0.5",0
35,1055,"HEP",55595,"CU004","Undergraduate Certificate in Earth Science",22,"0.5",0
35,1055,"HEP",55596,"CU005","Undergraduate Certificate in Business",22,"0.5",0
35,1055,"HEP",55597,"CU006","Undergraduate Certificate in Data Science",22,"0.5",0
35,1055,"HEP",56239,"43200","Graduate Certificate in Minerals and Energy Management",11,"0.5",0
35,1055,"HEP",56451,"74230","Graduate Certificate in Bioinformatics",11,"0.5",0
35,1055,"HEP",56452,"74250","Graduate Certificate in Science",11,"0.5",0
35,1055,"HEP",56453,"74260","Graduate Certificate in Science",11,"0.5",0
35,1055,"HEP",56454,"73290","Graduate Certificate in Business Psychology",11,"0.5",0
35,1055,"HEP",56541,"BP0062","Bachelor of Biomedical Science",10,"3.0",0
35,1055,"HEP",56542,"BP0014","Bachelor of Arts",10,"3.0",0
35,1055,"HEP",56543,"25523","Master of Architecture- Coursework and Dissertation",4,"3.5",0
35,1055,"HEP",56545,"73280","Graduate Certificate in Biotechnology",11,"0.5",0
35,1055,"HEP",59458,"31522","Master of Teaching - Primary (Coursework)",4,"1.5",0
35,1055,"HEP",59459,"32552","Master of Teaching - Secondary",4,"1.5",0
35,1055,"HEP",59460,"BP028","Bachelor of Molecular Sciences",10,"3.0",0
35,1055,"HEP",59461,"BP029","Bachelor of Earth Sciences",10,"3.0",0
35,1055,"HEP",59462,"53392","Graduate Diploma in Clinical Neuropsychology",6,"1.0",0
35,1055,"HEP",59463,"CB011","Bachelor of Psychology and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",59464,"BP013","Bachelor of Economics",10,"3.0",0
35,1055,"HEP",59465,"CB001","Bachelor of Agribusiness and Bachelor of Science",10,"4.0",1
35,1055,"HEP",59466,"CB002","Bachelor of Environmental Science and Bachelor of Science",10,"4.0",1
35,1055,"HEP",59467,"CB003","Bachelor of Agricultural Science and Bachelor of Science",10,"4.0",1
35,1055,"HEP",59468,"42632","Master of Business Analytics",4,"2.0",0
35,1055,"HEP",59469,"BH011","Bachelor of Engineering (Honours)",9,"4.0",0
35,1055,"HEP",59470,"BP031","Bachelor of Human Sciences",10,"3.0",0
35,1055,"HEP",59471,"CB004","Bachelor of Engineering (Honours) and Bachelor of Science",9,"5.0",1
35,1055,"HEP",59472,"BP019","Bachelor of Agricultural Science",10,"3.0",0
35,1055,"HEP",59473,"BP020","Bachelor of Agribusiness",10,"3.0",0
35,1055,"HEP",59474,"CB006","Bachelor of Engineering (Honours) and Bachelor of Commerce",9,"5.0",1
35,1055,"HEP",59475,"BP022","Bachelor of Environmental Science",10,"3.0",0
35,1055,"HEP",59476,"CB007","Bachelor of Environmental Science and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",59477,"BP023","Bachelor of Marine Science",10,"3.0",0
35,1055,"HEP",59478,"BP025","Bachelor of Biological Science",10,"3.0",0
35,1055,"HEP",59479,"BP026","Bachelor of Sport and Exercise Sciences",10,"3.0",0
35,1055,"HEP",59480,"BP027","Bachelor of Chemistry",10,"3.0",0
35,1055,"HEP",59481,"CB008","Bachelor of Environmental Science and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",59482,"CB009","Bachelor of Agricultural Science and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",59483,"CB010","Bachelor of Agricultural Science and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",59484,"BP030","Bachelor of Psychology",10,"3.0",0
35,1055,"HEP",59485,"CB013","Bachelor of Psychology and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",59486,"42340","Graduate Diploma in Commerce (Chartered Accounting)",7,"1.0",0
35,1055,"HEP",59487,"90440","Higher Degree by Research Preliminary (Health and Medical Sciences)",5,"1.0",0
35,1055,"HEP",59488,"CU0012","Undergraduate Certificate in Environmental Studies",23,"0.5",0
35,1055,"HEP",59489,"CU0022","Undergraduate Certificate in Biological Sciences",23,"0.5",0
35,1055,"HEP",59490,"CU0042","Undergraduate Certificate in Earth Science",23,"0.5",0
35,1055,"HEP",59491,"CU0062","Undergraduate Certificate in Data Science",23,"0.5",0
35,1055,"HEP",59866,"CM005","Bachelor of Biological Science and Master of Biological Science",10,"4.0",1
35,1055,"HEP",59867,"CM007","Bachelor of Science and Master of Biotechnology",10,"4.0",1
35,1055,"HEP",59868,"CM008","Bachelor of Science and Master of Environmental Science",10,"4.0",1
35,1055,"HEP",59869,"CM009","Bachelor of Science and Master of Geoscience",10,"4.0",1
35,1055,"HEP",59870,"205603","Master of Resources and International Commercial Law",4,"1.0",0
35,1055,"HEP",59871,"BH009","Bachelor of Music (Honours)",9,"1.0",0
35,1055,"HEP",59872,"CM017","Bachelor of Science and Master of Public Health",10,"4.0",1
35,1055,"HEP",59873,"25503","Master of Landscape Architecture",4,"3.0",0
35,1055,"HEP",59874,"CM018","Bachelor of Science and Master of Clinical Exercise Physiology",10,"4.0",1
35,1055,"HEP",59875,"CM010","Bachelor of Science and Master of Biological Science",10,"4.0",0
35,1055,"HEP",59876,"12282","Graduate Certificate in International Relations",11,"0.5",0
35,1055,"HEP",59877,"CM011","Bachelor of Science and Master of Environmental Science",10,"4.0",1
35,1055,"HEP",59878,"11583","Master of International Relations",4,"2.0",0
35,1055,"HEP",59879,"CM013","Bachelor of Science and Master of Agricultural Science",10,"4.0",1
35,1055,"HEP",59880,"11382","Graduate Diploma in International Relations",6,"1.0",0
35,1055,"HEP",59881,"CM014","Bachelor of Science and Master of Agricultural Economics",10,"4.0",1
35,1055,"HEP",59882,"CM015","Combined Bachelor of Science (Frontier Physics) and Master Physics",10,"4.0",1
35,1055,"HEP",59883,"CM004","Bachelor of Science and Master of Biomedical Science",10,"4.0",1
35,1055,"HEP",59904,"25532","Master of Urban Design- Coursework or Coursework and dissertation",4,"2.0",0
35,1055,"HEP",59905,"40611","Master of Professional Accounting (Chartered Accounting) - Coursework",4,"2.0",0
35,1055,"HEP",59906,"30380","Graduate Diploma in Mental Health and Wellbeing in Education",6,"0.5",0
35,1055,"HEP",59907,"13550","Master of Environmental Planning - Coursework or Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",59908,"BP0022","Bachelor of Commerce",10,"3.0",0
35,1055,"HEP",59909,"BP007","Bachelor of Automation and Robotics",10,"3.0",0
35,1055,"HEP",59910,"BP008","Bachelor of Music",10,"3.0",0
35,1055,"HEP",59911,"BP009","Bachelor of Business",10,"3.0",0
35,1055,"HEP",59912,"BP011","Bachelor of Environmental Design",10,"3.0",0
35,1055,"HEP",59913,"BH0054","Bachelor of Philosophy (Honours)",9,"4.0",0
35,1055,"HEP",59914,"BH008","Bachelor of Advanced Computer Science (Honours)",9,"4.0",0
35,1055,"HEP",59915,"72554","Master of Geoscience",4,"2.0",0
35,1055,"HEP",59916,"BP012","Bachelor of Philosophy, Politics and Economics",10,"3.0",0
35,1055,"HEP",59917,"CM002","Bachelor of Economics and Master of Economics",10,"4.0",1
35,1055,"HEP",59918,"70550","Master of Bioinformatics - Coursework or Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",60143,"BP014","Bachelor of Economics (Advanced)",10,"3.0",0
35,1055,"HEP",60144,"CM023","Bachelor of Science and Master of Teaching - Secondary",10,"4.0",1
35,1055,"HEP",60145,"CM003","Bachelor of Science and Master of Agricultural Science",10,"4.0",1
35,1055,"HEP",60170,"32540","Master of Teaching (F-12) - Coursework",4,"2.0",0
35,1055,"HEP",60265,"CM0142","Bachelor of Agribusiness and Master of Agricultural Economics",10,"4.0",1
35,1055,"HEP",60266,"62330","Graduate Diploma in Data Science",6,"1.0",0
35,1055,"HEP",60392,"74340","Graduate Diploma in Petroleum Geoscience",6,"1.0",0
35,1055,"HEP",60455,"CB012","Bachelor of Philosophy, Politics and Economics and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",60534,"42660","Master of Professional Accounting (Chartered Accounting) - Coursework",4,"2.3",0
